n,Z(n),Perceived,Distortion,Curvature
2,1.6118626883737364,2.4816009631910627,0.4816009631910627,0.18761454001147945
3,2.1311164057877097,4.223138621408807,1.2231386214088067,0.2973620105082439
4,2.093891294135008,7.641275382736448,3.641275382736448,0.5628436200344383
5,3.029708227265408,8.251619669186695,3.251619669186695,0.4356274714620233
6,1.9666142375841458,18.305572751381884,12.305572751381884,0.9699531010394467
7,3.819824412897197,12.827814764091551,5.827814764091551,0.5267006023508001
8,2.192190375827189,29.19454473740703,21.19454473740703,1.1256872400688767
9,3.2262666766328856,25.10641807345454,16.10641807345454,0.8920860315247316
10,2.3848314872547083,41.93168386715436,31.931683867154362,1.2464840229470056
11,5.214794333524788,23.203216131097847,12.203216131097847,0.6490396718318043
12,1.17876512639443,122.16174094025217,110.16174094025217,2.0177732715936085
13,5.850660831820976,28.885625890468848,15.885625890468848,0.6942562955592497
14,2.7077891826398957,72.38377391289907,58.38377391289907,1.428630284724559
15,2.7792313386190157,80.95763633400925,65.95763633400925,1.4659789639405343
16,1.849696389998416,138.40109186795743,122.40109186795743,1.8761454001147946
17,7.037941762658455,41.063141717563106,24.063141717563106,0.7668674607751973
18,1.2108271515067164,267.5856744679241,249.5856744679241,2.3470156830839013
19,7.598266033421082,47.51083976424836,28.51083976424836,0.7969729664368259
20,1.2193003015898938,328.05700078842284,308.05700078842284,2.4325696544549467
21,3.155599292857965,139.75158411212433,118.75158411212433,1.648125225718088
22,3.2114988708466035,150.7084447058858,128.7084447058858,1.6733084236865676
23,8.666849289443467,61.03717537171679,38.03717537171679,0.8486859955990647
24,0.4589141744618891,1255.136650933484,1231.136650933484,3.440822522170729
25,5.562018312984382,112.36928122673642,87.36928122673642,1.3068824143860698
26,3.4205235228248,197.6305660490629,171.6305660490629,1.7637416711414584
27,3.4695988895839354,210.11074282636162,183.11074282636162,1.7841720630494633
28,1.2467586531503194,628.8306064842483,600.8306064842483,2.705789047121277
29,10.16706708656362,82.7180535782469,53.718053578246895,0.9114278697853687
30,0.4344905344436163,2071.3915002831727,2041.3915002831727,3.6824160879269865
31,10.644954811591154,90.27750864227058,59.277508642270575,0.9294792618998022
32,1.2578263190793062,814.1028570220565,782.1028570220565,2.8142181001721918
33,3.7426117331547926,290.97327685713196,257.97327685713196,1.8928033646800964
34,3.7850228460162807,305.4142727874641,271.4142727874641,1.9089640015733536
35,3.8266643304744052,320.12214665510845,285.12214665510845,1.9246561476256467
36,0.2378801367146036,5448.1219739455355,5412.1219739455355,4.36478895467751
37,12.02446514245793,113.85121781143621,76.85121781143621,0.9773691969037289
38,3.9473122130005036,365.8185423600836,327.8185423600836,1.9691750128966108
39,3.9862045682990774,381.56596680862623,342.56596680862623,1.9832366121349871
40,0.4049111710107465,3951.483966238944,3911.483966238944,3.9938843659858465
41,12.905379159110902,130.25576228911123,89.25576228911123,1.0051546549340014
42,0.40009819083107334,4408.917711764369,4366.917711764369,4.046708611482094
43,13.335731674658449,138.65006023731024,95.65006023731024,1.0180461659339375
44,1.284619338742332,1507.0612294342252,1463.0612294342252,3.0728062555642897
45,1.2865315041717416,1573.999543294261,1528.999543294261,3.091054477435533
46,4.24248916661444,498.7637957101949,452.7637957101949,2.0726010712210883
47,14.178230494509705,155.80223504304013,108.80223504304013,1.0421216323603917
48,0.11604642298599828,19854.123381967507,19806.123381967507,5.239100852770808
49,7.9621830916570095,301.5504632788252,252.5504632788252,1.5801018070524002
50,1.2955344196646914,1929.705580996487,1879.705580996487,3.176608448806578
