n,kappa,z_transform
7.770000000000000000e+02,7.205727239051090471e+00,2.116982314010887478e+01
7.780000000000000000e+02,3.603559878313419507e+00,1.283738339460244617e+02
7.790000000000000000e+02,3.604255242741654541e+00,1.284941559740507557e+02
7.800000000000000000e+02,2.162969829062970817e+01,1.567708439366513606e-02
7.810000000000000000e+02,3.605643297689191673e+00,1.287346746990166366e+02
7.820000000000000000e+02,7.212671985542964848e+00,2.123219682545850162e+01
7.830000000000000000e+02,7.214055605240400126e+00,2.124464563218780100e+01
7.840000000000000000e+02,1.352894523560638440e+01,9.047798745108187601e-01
7.850000000000000000e+02,3.608408775647038880e+00,1.292152127240069888e+02
7.860000000000000000e+02,7.218195886637324143e+00,2.128194049754794293e+01
7.870000000000000000e+02,1.804893117371901834e+00,3.191884528793955838e+02
7.880000000000000000e+02,5.415710478221780200e+00,5.254357633507623859e+01
7.890000000000000000e+02,3.611160197747732337e+00,1.296950884382538050e+02
7.900000000000000000e+02,7.223691747503877991e+00,2.133154731780772551e+01
7.910000000000000000e+02,3.612530682360589385e+00,1.299347792631608911e+02
7.920000000000000000e+02,2.167928775459276380e+01,1.552843397691683683e-02
7.930000000000000000e+02,3.613897706150033251e+00,1.301743061054267230e+02
7.940000000000000000e+02,3.614579925689533457e+00,1.302940081973552822e+02
7.950000000000000000e+02,7.230522573101943351e+00,2.139336501880370989e+01
7.960000000000000000e+02,5.423912686339782852e+00,5.285978504515976084e+01
7.970000000000000000e+02,1.808310720433445651e+00,3.226923261289209677e+02
7.980000000000000000e+02,1.446920095445879539e+01,5.755139106019877548e-01
7.990000000000000000e+02,3.617978186271177510e+00,1.308919079747996932e+02
8.000000000000000000e+02,1.628394878683299396e+01,2.328495677854375556e-01
8.010000000000000000e+02,5.428997309712624286e+00,5.305676044113924661e+01
8.020000000000000000e+02,3.620006949918422201e+00,1.312501616260181265e+02
8.030000000000000000e+02,3.620681518395674647e+00,1.313694988595483437e+02
8.040000000000000000e+02,1.086406574200527153e+01,3.516852446250688491e+00
8.050000000000000000e+02,7.244056277647551667e+00,2.151637210487606922e+01
8.060000000000000000e+02,7.245400389882123982e+00,2.152862720892317228e+01
8.070000000000000000e+02,3.623371417758547874e+00,1.318464462409665146e+02
8.080000000000000000e+02,7.248083618680266405e+00,2.155311274798825494e+01
8.090000000000000000e+02,1.812355685871030797e+00,3.268891341529992474e+02
8.100000000000000000e+02,1.812690053506478094e+01,9.381636043777417944e-02
8.110000000000000000e+02,1.813024008596928027e+00,3.275877800396569910e+02
8.120000000000000000e+02,1.088014531295476495e+01,3.523404408387089681e+00
8.130000000000000000e+02,3.627381370412139372e+00,1.325606695918694697e+02
8.140000000000000000e+02,7.256093634988049601e+00,2.162637313790234117e+01
8.150000000000000000e+02,3.628711447574990423e+00,1.327984266495055294e+02
8.160000000000000000e+02,1.814687631329358553e+01,9.357202656209376301e-02
8.170000000000000000e+02,3.630038264741526799e+00,1.330360258358708450e+02
8.180000000000000000e+02,3.630700455812410965e+00,1.331547663808425455e+02
8.190000000000000000e+02,1.089408551355922405e+01,3.529094516285844918e+00
8.200000000000000000e+02,1.089606723851389880e+01,3.529904161999192436e+00
8.210000000000000000e+02,1.816341091367158489e+00,3.310775254351053150e+02
8.220000000000000000e+02,7.266682299004342482e+00,2.172360039898101292e+01
8.230000000000000000e+02,1.816999657547213376e+00,3.317747822163758542e+02
8.240000000000000000e+02,7.269313362913730536e+00,2.174782708601334491e+01
8.250000000000000000e+02,1.090593975158456885e+01,3.533940405405531671e+00
8.260000000000000000e+02,7.271938048480111938e+00,2.177202196162273751e+01
8.270000000000000000e+02,1.818312002258555493e+00,3.331686085749117865e+02
8.280000000000000000e+02,1.636775186974659846e+01,2.311097020621512566e-01
8.290000000000000000e+02,1.818965796215256780e+00,3.338651794108133117e+02
8.300000000000000000e+02,7.277168407762797386e+00,2.182031675242333080e+01
8.310000000000000000e+02,3.639236029526614402e+00,1.346948406410442374e+02
8.320000000000000000e+02,1.273960474939688226e+01,1.424798023988214313e+00
8.330000000000000000e+02,5.460805996430392995e+00,5.430577875121163345e+01
8.340000000000000000e+02,7.282373620990288288e+00,2.186848571184303580e+01
8.350000000000000000e+02,3.641835511750657339e+00,1.351673944178766362e+02
8.360000000000000000e+02,1.092745030974953480e+01,3.542750696104711494e+00
8.370000000000000000e+02,7.286261173698134641e+00,2.190453041384785848e+01
8.380000000000000000e+02,3.643776964398037777e+00,1.355214077049566015e+02
8.390000000000000000e+02,1.822211285536591507e+00,3.373446350392649720e+02
8.400000000000000000e+02,2.916053926968808696e+01,3.909746855136420410e-04
8.410000000000000000e+02,2.734283609356105593e+00,2.143156343586107937e+02
8.420000000000000000e+02,3.646354784188001297e+00,1.359928923378068646e+02
8.430000000000000000e+02,3.646997325667528322e+00,1.361106686861320441e+02
8.440000000000000000e+02,5.471458658085793125e+00,5.473061081194905597e+01
8.450000000000000000e+02,5.472420187741566799e+00,5.476912011008082715e+01
8.460000000000000000e+02,1.094676116033015134e+01,3.550678739513342119e+00
8.470000000000000000e+02,5.474339838043226436e+00,5.484608324152139147e+01
8.480000000000000000e+02,9.125496606755682194e+00,8.847476989244720258e+00
8.490000000000000000e+02,3.650836640575703562e+00,1.368165347614166194e+02
8.500000000000000000e+02,1.095442166226433933e+01,3.553828660884811530e+00
8.510000000000000000e+02,3.652110385005586934e+00,1.370515230892140437e+02
8.520000000000000000e+02,1.095823840526396431e+01,3.555399110051085998e+00
8.530000000000000000e+02,1.826690569711161061e+00,3.422064680442400686e+02
8.540000000000000000e+02,7.308030799512186704e+00,2.210747516366857468e+01
8.550000000000000000e+02,1.096394675349202075e+01,3.557749180326932770e+00
8.560000000000000000e+02,7.310563390762655267e+00,2.213120670871332507e+01
8.570000000000000000e+02,1.827956867068621261e+00,3.435935730060863307e+02
8.580000000000000000e+02,1.462618014328621641e+01,5.720745452928907016e-01
8.590000000000000000e+02,1.828587801075689523e+00,3.442867967275624892e+02
8.600000000000000000e+02,1.097341630451351691e+01,3.561651126749259877e+00
8.610000000000000000e+02,7.316869071172180661e+00,2.219040456948551210e+01
8.620000000000000000e+02,3.659062906095352119e+00,1.383412996334292870e+02
8.630000000000000000e+02,1.829845274029466395e+00,3.456725895454247848e+02
8.640000000000000000e+02,2.196190477898554505e+01,1.470776606897879375e-02
8.650000000000000000e+02,3.660943653092895822e+00,1.386922819848102506e+02
8.660000000000000000e+02,3.661569119520589055e+00,1.388092028463201189e+02
8.670000000000000000e+02,5.493290796175914537e+00,5.561169821592145723e+01
8.680000000000000000e+02,1.098845366564136583e+01,3.567856095193021826e+00
8.690000000000000000e+02,3.663441194468542328e+00,1.391597464155563841e+02
8.700000000000000000e+02,1.465625513413692182e+01,5.714179615359805675e-01
8.710000000000000000e+02,3.664685657391184570e+00,1.393932601493076504e+02
8.720000000000000000e+02,7.330613635361467040e+00,2.231998814172498413e+01
8.730000000000000000e+02,5.498890899057844450e+00,5.583998033631393554e+01
8.740000000000000000e+02,7.333094008189479318e+00,2.234345353764047459e+01
8.750000000000000000e+02,7.334332066947478523e+00,2.235517533537734636e+01
8.760000000000000000e+02,1.100335306738341501e+01,3.574014798204253829e+00
8.770000000000000000e+02,1.834200986335151606e+00,3.505160507193521653e+02
8.780000000000000000e+02,3.669018885709086852e+00,1.402094184167908111e+02
8.790000000000000000e+02,3.669635096513183647e+00,1.403258684180273406e+02
8.800000000000000000e+02,1.835125303339745173e+01,9.110846043895161339e-02
8.810000000000000000e+02,1.835432708899730647e+00,3.518979685430364839e+02
8.820000000000000000e+02,1.652165789156610742e+01,2.279481952236020181e-01
8.830000000000000000e+02,1.836046474619579039e+00,3.525886088523052422e+02
8.840000000000000000e+02,1.101811701814443367e+01,3.580127998575250103e+00
8.850000000000000000e+02,7.346635406912062294e+00,2.247199666852525368e+01
8.860000000000000000e+02,3.673929043027436059e+00,1.411400174334274027e+02
8.870000000000000000e+02,1.837269846494174352e+00,3.539692549939499031e+02
8.880000000000000000e+02,1.470059861957128788e+01,5.704512487998650849e-01
8.890000000000000000e+02,3.675758930289660498e+00,1.414884050150301107e+02
8.900000000000000000e+02,7.352735041444891095e+00,2.253013940614878408e+01
8.910000000000000000e+02,9.192438569323897468e+00,8.990110526664155444e+00
8.920000000000000000e+02,5.516373979266308680e+00,5.655870599884144667e+01
8.930000000000000000e+02,3.678189197594434745e+00,1.419524272465566810e+02
8.940000000000000000e+02,7.357590127006336189e+00,2.257652640079293249e+01
8.950000000000000000e+02,3.679400252088218082e+00,1.421842273201298781e+02
8.960000000000000000e+02,1.472001905944924793e+01,5.700283875070562001e-01
8.970000000000000000e+02,7.361217206666231583e+00,2.261124296093746366e+01
8.980000000000000000e+02,3.681211769003256418e+00,1.425316647506625998e+02
8.990000000000000000e+02,3.681814263370341234e+00,1.426474073779184550e+02
9.000000000000000000e+02,2.485630859350715838e+01,3.603824870782790755e-03
9.010000000000000000e+02,3.683017244160831982e+00,1.428787881540930584e+02
9.020000000000000000e+02,7.367235467109140679e+00,2.266896450313181433e+01
9.030000000000000000e+02,7.368435115171925176e+00,2.268048801016320581e+01
9.040000000000000000e+02,7.369633435455730464e+00,2.269200461101465294e+01
9.050000000000000000e+02,3.685415215448249349e+00,1.433411331659524990e+02
9.060000000000000000e+02,7.372026104420442927e+00,2.271501714123137106e+01
9.070000000000000000e+02,1.843305114736022876e+00,3.608599355024055626e+02
9.080000000000000000e+02,5.530810123030752479e+00,5.715914055008749983e+01
9.090000000000000000e+02,5.531703916956347555e+00,5.719652447992725541e+01
9.100000000000000000e+02,1.475359127506841794e+01,5.692981241606080989e-01
9.110000000000000000e+02,1.844496186257447379e+00,3.622355910431278971e+02
9.120000000000000000e+02,1.844793136990987392e+01,8.996579873953976236e-02
9.130000000000000000e+02,3.690179524598001581e+00,1.442641679076685080e+02
9.140000000000000000e+02,3.690772125787937341e+00,1.443793930059785851e+02
9.150000000000000000e+02,7.382728157944136171e+00,2.281823475574140758e+01
9.160000000000000000e+02,5.537933078349041693e+00,5.745774600036914848e+01
9.170000000000000000e+02,3.692546046980815344e+00,1.447248637850372006e+02
9.180000000000000000e+02,1.477254425849126562e+01,5.688862718124044759e-01
9.190000000000000000e+02,1.846862719946911202e+00,3.649844545429572804e+02
9.200000000000000000e+02,1.477725669676421028e+01,5.687839157886590558e-01
9.210000000000000000e+02,3.694902268907170662e+00,1.451850160476705867e+02
9.220000000000000000e+02,3.695489725430308514e+00,1.452999695255370796e+02
9.230000000000000000e+02,3.696076545144082015e+00,1.454148892615779971e+02
9.240000000000000000e+02,2.217997637656568699e+01,1.410429219905601217e-02
9.250000000000000000e+02,5.545872419483325544e+00,5.779241436875249605e+01
9.260000000000000000e+02,3.697833197198082456e+00,1.457594464826239857e+02
9.270000000000000000e+02,5.547626225131446098e+00,5.786660529574248102e+01
9.280000000000000000e+02,1.109700341905659471e+01,3.612969546485186090e+00
9.290000000000000000e+02,1.849792083674361542e+00,3.684159861790227524e+02
9.300000000000000000e+02,1.480066627105238908e+01,5.682757234814199698e-01
9.310000000000000000e+02,5.551122513415278625e+00,5.801479246736805351e+01
9.320000000000000000e+02,5.551994238350763666e+00,5.805179884448480720e+01
9.330000000000000000e+02,3.701910018973602501e+00,1.465622409832456867e+02
9.340000000000000000e+02,3.702489923831357554e+00,1.466767925996485076e+02
9.350000000000000000e+02,7.406138416276099257e+00,2.304565667612776991e+01
9.360000000000000000e+02,2.222188723932210408e+01,1.399118006599369378e-02
9.370000000000000000e+02,1.852112960200342773e+00,3.711576118355516769e+02
9.380000000000000000e+02,7.409606701994488454e+00,2.307954201354247559e+01
9.390000000000000000e+02,3.705380166324004243e+00,1.472490537030603548e+02
9.400000000000000000e+02,1.111786910307224296e+01,3.621706500466146395e+00
9.410000000000000000e+02,1.853265978201538822e+00,3.725272354633275427e+02
9.420000000000000000e+02,7.414213867524877877e+00,2.312463133067071652e+01
9.430000000000000000e+02,3.707681301066132029e+00,1.477062688995967221e+02
9.440000000000000000e+02,9.270637649018331317e+00,9.159644259532711885e+00
9.450000000000000000e+02,1.483531284270043926e+01,5.675244233250676951e-01
9.460000000000000000e+02,7.418801511108884306e+00,2.316961712014505892e+01
9.470000000000000000e+02,1.854986347763117660e+00,3.745801951572840380e+02
9.480000000000000000e+02,1.113163209560201672e+01,3.627480950878763100e+00
9.490000000000000000e+02,3.711114765850565433e+00,1.483911088731413770e+02
9.500000000000000000e+02,1.113505469623411059e+01,3.628918378344814233e+00
9.510000000000000000e+02,3.712254431814539846e+00,1.486191281840825127e+02
9.520000000000000000e+02,1.485129346528348293e+01,5.671782232923828770e-01
9.530000000000000000e+02,1.856695851760262084e+00,3.766313952686747371e+02
9.540000000000000000e+02,1.114187833399911653e+01,3.631785877065571988e+00
9.550000000000000000e+02,3.714526591007347722e+00,1.490747778736282214e+02
9.560000000000000000e+02,5.572639715682698558e+00,5.893517170923023230e+01
9.570000000000000000e+02,7.431318208501666689e+00,2.329279970325716320e+01
9.580000000000000000e+02,3.716224473631670744e+00,1.494161761830418129e+02
9.590000000000000000e+02,3.716789253164324958e+00,1.495299112847032461e+02
9.600000000000000000e+02,2.602147410854801279e+01,2.146742354577210136e-03
9.610000000000000000e+02,2.788437785699406923e+00,2.383536549988895956e+02
9.620000000000000000e+02,7.436960129897831173e+00,2.334853837315223046e+01
9.630000000000000000e+02,5.578563746018140534e+00,5.919112048242067914e+01
9.640000000000000000e+02,5.579406519004452392e+00,5.922762284095993834e+01
9.650000000000000000e+02,3.720165612131988375e+00,1.502116493543646811e+02
9.660000000000000000e+02,1.488290518775670357e+01,5.664940171391221746e-01
9.670000000000000000e+02,1.860643200813736797e+00,3.814107563487468155e+02
9.680000000000000000e+02,1.116553778218828086e+01,3.641745851450105320e+00
9.690000000000000000e+02,7.444809750881067778e+00,2.342630968914153655e+01
9.700000000000000000e+02,7.445926493905186128e+00,2.343739501931806402e+01
9.710000000000000000e+02,1.861760521560192672e+00,3.827745629937141416e+02
9.720000000000000000e+02,1.675835219307760227e+01,2.231702620089679179e-01
9.730000000000000000e+02,3.724634914157297860e+00,1.511188517816212311e+02
9.740000000000000000e+02,3.725190991384362604e+00,1.512321098528340144e+02
9.750000000000000000e+02,1.117723949394924077e+01,3.646682039942626297e+00
9.760000000000000000e+02,9.315753587808423219e+00,9.258905012804103052e+00
9.770000000000000000e+02,1.863427901985778679e+00,3.848188488346355030e+02
9.780000000000000000e+02,7.454819211380780963e+00,2.352585582855388324e+01
9.790000000000000000e+02,3.727962841439048880e+00,1.517979289838750958e+02
9.800000000000000000e+02,1.677831980567923864e+01,2.227718041614663858e-01
9.810000000000000000e+02,5.593601429467248920e+00,5.984582936806268805e+01
9.820000000000000000e+02,3.729619164402626641e+00,1.521370449501880557e+02
9.830000000000000000e+02,1.865085073895806689e+00,3.868614363075803340e+02
9.840000000000000000e+02,1.492288228381346649e+01,5.656299320868076741e-01
9.850000000000000000e+02,3.731270435025982213e+00,1.524758806183341733e+02
9.860000000000000000e+02,7.463639482288180638e+00,2.361392578069186499e+01
9.870000000000000000e+02,7.464736980877742845e+00,2.362490728658166006e+01
9.880000000000000000e+02,1.119875005211420671e+01,3.655773401192020433e+00
9.890000000000000000e+02,3.733464323066004287e+00,1.529272273628940582e+02
9.900000000000000000e+02,2.240406845186153362e+01,1.350994385536536876e-02
9.910000000000000000e+02,1.867278970944171057e+00,3.895822646777627938e+02
9.920000000000000000e+02,1.120531177174319559e+01,3.658551197668181931e+00
9.930000000000000000e+02,3.735649355832527441e+00,1.533780802760608140e+02
9.940000000000000000e+02,7.472388477500284232e+00,2.370160975310511731e+01
9.950000000000000000e+02,3.736738573771317018e+00,1.536033223362482829e+02
9.960000000000000000e+02,1.121184708599039581e+01,3.661319913809116589e+00
9.970000000000000000e+02,1.868912802262009842e+00,3.916209347806881738e+02
9.980000000000000000e+02,3.738368302447112157e+00,1.539409558136158296e+02
9.990000000000000000e+02,7.477820913713841833e+00,2.375621835755630684e+01
1.000000000000000000e+03,1.495780827536406399e+01,5.648761029482090024e-01
