n,Z(n),Perceived,Distortion,Curvature
2,1.5525015784569742,2.576486913446868,0.576486913446868,0.18761454001147945
3,2.008069021472434,4.481917655101652,1.4819176551016522,0.2973620105082439
4,1.8709671207969836,8.551726977000223,4.551726977000223,0.5628436200344383
5,2.7769156294560515,9.00279422781637,4.00279422781637,0.4356274714620233
6,1.6198325550546662,22.224519372488516,16.224519372488516,0.9699531010394467
7,3.437912087754668,14.252836823411139,7.252836823411139,0.5267006023508001
8,1.750258983551677,36.56601714457669,28.56601714457669,1.1256872400688767
9,2.6990731458937107,30.01030191539306,21.01030191539306,0.8920860315247316
10,1.8586151399839845,53.80350016995003,43.80350016995003,1.2464840229470056
11,4.579966647184424,26.41940636715899,15.419406367158992,0.6490396718318043
12,0.7873461701439252,182.89286905869767,170.89286905869767,2.0177732715936085
13,5.092166397879735,33.1882320401721,20.188232040172103,0.6942562955592497
14,2.0348181327342725,96.32310467797258,82.32310467797258,1.428630284724559
15,2.0729622019442977,108.54032928770494,93.54032928770494,1.4659789639405343
16,1.2709853071692172,201.41853611995887,185.41853611995887,1.8761454001147946
17,6.03721173455667,47.869780406372,30.869780406372,0.7668674607751973
18,0.7572215391479784,427.8800631642928,409.8800631642928,2.3470156830839013
19,6.478736290687612,55.72074302806447,36.72074302806447,0.7969729664368259
20,0.7495840997267021,533.6292487338508,513.6292487338508,2.4325696544549467
21,2.269486020126452,194.31712559103062,173.31712559103062,1.648125225718088
22,2.2980848022570024,210.61015656369702,188.61015656369702,1.6733084236865676
23,7.313837646677487,72.32864954834113,49.32864954834113,0.8486859955990647
24,0.23060325069071758,2497.7965326799513,2473.7965326799513,3.440822522170729
25,4.282703912798231,145.93584163786792,120.93584163786792,1.3068824143860698
26,2.403786691263437,281.22295645321697,255.22295645321697,1.7637416711414584
27,2.428331948961524,300.20607368434815,273.20607368434815,1.7841720630494633
28,0.7257057107441075,1080.3277256783883,1052.3277256783883,2.705789047121277
29,8.472860777551842,99.25809264188094,70.25809264188094,0.9114278697853687
30,0.20803179777651862,4326.261704313294,4296.261704313294,3.6824160879269865
31,8.839145427863269,108.7209174057347,77.7209174057347,0.9294792618998022
32,0.7164416071145275,1429.286057413898,1397.286057413898,2.8142181001721918
33,2.563114239983244,424.8737660663612,391.8737660663612,1.8928033646800964
34,2.583794674659512,447.40397189352353,413.40397189352353,1.9089640015733536
35,2.604035252796033,470.4237389584798,435.4237389584798,1.9246561476256467
36,0.09936591313310818,13042.702060855714,13006.702060855714,4.36478895467751
37,9.88945953803278,138.43021398036103,101.43021398036103,0.9773691969037289
38,2.6623252426445996,542.383017998813,504.383017998813,1.9691750128966108
39,2.681006328490788,567.3242855999571,528.3242855999571,1.9832366121349871
40,0.1821609868106992,8783.439462055134,8743.439462055134,3.9938843659858465
41,10.555143562097461,159.2588476045285,118.25884760452851,1.0051546549340014
42,0.1781041108570821,9904.319397857718,9862.319397857718,4.046708611482094
43,10.879037709331667,169.9598851848809,126.9598851848809,1.0180461659339375
44,0.6948225351762931,2786.3229846291474,2742.3229846291474,3.0728062555642897
45,0.6933217826260312,2920.721735195011,2875.721735195011,3.091054477435533
46,2.802830922976372,754.9509970986709,708.9509970986709,2.0726010712210883
47,11.510773213555023,191.90717765151467,144.90717765151467,1.0421216323603917
48,0.040697641348723175,56612.617430525475,56564.617430525475,5.239100852770808
49,5.804786632090742,413.6241609168705,364.6241609168705,1.5801018070524002
50,0.6863288448390062,3642.5687464533576,3592.5687464533576,3.176608448806578
