n,kappa,predicted,actual
4714,4.578821419271761,composite,composite
4715,9.157872487980358,composite,composite
4716,20.605729699611487,composite,composite
4717,4.579165820385878,composite,composite
4718,9.158561144167612,composite,composite
4719,13.73818589838661,composite,composite
4720,22.897550012656897,composite,composite
4721,2.289812340650815,composite,prime
4722,9.1594786715665,composite,composite
4723,2.289926982993263,composite,prime
4724,6.8699528578826055,composite,composite
4725,27.48049892159494,composite,composite
4726,9.160395422058102,composite,composite
4727,4.58031224422168,composite,composite
4728,18.3217070127492,composite,composite
4729,2.2902706189680777,composite,prime
4730,18.322622793913958,composite,composite
4731,9.161540269649064,composite,composite
4732,20.613980461430323,composite,composite
4733,2.29049946748433,composite,prime
4734,13.743339896361537,composite,composite
4735,4.581227638450282,composite,composite
4736,18.325367815872678,composite,composite
4737,4.5814562453510375,composite,composite
4738,9.163141025218152,composite,composite
4739,4.581684755752467,composite,composite
4740,27.49079384874831,composite,composite
4741,4.581913169736002,composite,composite
4742,4.582027340596479,composite,composite
4743,13.746424462148923,composite,composite
4744,9.164511220211274,composite,composite
4745,9.164739417549224,composite,composite
4746,18.32993513360014,composite,composite
4747,4.582597833992041,composite,composite
4748,6.874067790841124,composite,composite
4749,4.582825863116282,composite,composite
4750,18.331759366674998,composite,composite
4751,2.291526898114129,composite,prime
4752,45.83167726804908,composite,composite
4753,6.874922450113182,composite,composite
4754,4.583395516049988,composite,composite
4755,9.167018749477172,composite,composite
4756,13.750869628453973,composite,composite
4757,4.583737020298268,composite,composite
4758,18.33540322875792,composite,composite
4759,2.291982285084173,composite,prime
4760,36.67262647395934,composite,composite
4761,10.314432054965776,composite,composite
4762,4.584305715731332,composite,composite
4763,4.584419383161238,composite,composite
4764,13.75359908018694,composite,composite
4765,4.584646646444571,composite,composite
4766,4.584760242318022,composite,composite
4767,9.169747628718676,composite,composite
4768,13.75496208773555,composite,composite
4769,4.585100886985548,composite,composite
4770,27.51128632554251,composite,composite
4771,4.585327864403107,composite,composite
4772,6.878161976150378,composite,composite
4773,9.171109493383641,composite,composite
4774,18.342672608751087,composite,composite
4775,6.878672300897092,composite,composite
4776,18.34357956773054,composite,composite
4777,4.586008226201435,composite,composite
4778,4.58612153674773,composite,composite
4779,11.46558705895362,composite,composite
4780,13.759044260137538,composite,composite
4781,4.586461326150839,composite,composite
4782,9.173149083812676,composite,composite
4783,2.293343866994457,composite,prime
4784,22.934004512042318,composite,composite
4785,18.347656188699517,composite,composite
4786,4.5870271682980475,composite,composite
4787,2.293570132893922,composite,prime
4788,41.28528005688731,composite,composite
4789,2.2936831949534078,composite,prime
4790,9.174958833111436,composite,composite
4791,4.587592419610703,composite,composite
4792,9.175410798163245,composite,composite
4793,2.293909177489159,composite,prime
4794,18.351725149242498,composite,composite
4795,9.176088392176743,composite,composite
4796,13.76447124396415,composite,composite
4797,13.76480982905843,composite,composite
4798,4.588382781192465,composite,composite
4799,2.2942477979250753,composite,prime
4800,48.180388063524504,composite,composite
4801,2.294360577329404,composite,prime
4802,11.4720847470734,composite,composite
4803,4.588946619523769,composite,composite
4804,6.883588975127717,composite,composite
4805,6.883757985784881,composite,composite
4806,18.357138563391448,composite,composite
4807,9.178794535470779,composite,composite
4808,9.179019742391175,composite,composite
4809,9.179244902476398,composite,composite
4810,18.358940031491848,composite,composite
4811,4.58984754110961,composite,composite
4812,13.769880152873606,composite,composite
4813,2.2950362687137287,composite,prime
4814,9.180370001056177,composite,composite
4815,13.77089232080842,composite,composite
4816,22.952049283306554,composite,composite
4817,2.2952611248566486,composite,prime
4818,18.362538477740483,composite,composite
4819,4.590746965836468,composite,composite
4820,13.77257786678104,composite,composite
4821,4.590971588716432,composite,composite
4822,4.591083865214386,composite,composite
4823,9.182392236861075,composite,composite
4824,27.547850090247223,composite,composite
4825,6.887130832584052,composite,composite
4826,9.183065476969341,composite,composite
4827,4.591644898670081,composite,composite
4828,13.775271106865688,composite,composite
4829,4.591869149349737,composite,composite
4830,36.735849918905785,composite,composite
4831,2.2960466535859823,composite,prime
4832,13.776616053856706,composite,composite
4833,9.18463474442727,composite,composite
4834,4.592429369965756,composite,composite
4835,4.5925413445515195,composite,composite
4836,27.555919775883055,composite,composite
4837,4.5927652242622985,composite,composite
4838,9.185754258812917,composite,composite
4839,4.592989011422554,composite,composite
4840,27.558605221920843,composite,composite
4841,4.593212706108773,composite,composite
4842,13.779973556393983,composite,composite
4843,4.593436308397348,composite,composite
4844,13.780644224749102,composite,composite
4845,18.37463927345832,composite,composite
4846,4.5937715387515095,composite,composite
4847,4.593883236086674,composite,composite
4848,22.969974551897895,composite,composite
4849,4.5941065616397365,composite,composite
4850,13.78265456962992,composite,composite
4851,20.674484077949025,composite,composite
4852,6.891662065977986,composite,composite
4853,4.5945529365427396,composite,composite
4854,9.189328945563018,composite,composite
4855,4.594775986044431,composite,composite
4856,9.189774952681947,composite,composite
4857,4.594998943680593,composite,composite
4858,9.19022077614548,composite,composite
4859,4.595221809526864,composite,composite
4860,41.35799887247162,composite,composite
4861,2.297722291829396,composite,prime
4862,18.382223745421847,composite,composite
4863,4.595667266151832,composite,composite
4864,20.681003578757952,composite,composite
4865,9.191779714162687,composite,composite
4866,9.192002236466605,composite,composite
4867,4.596112356522597,composite,composite
4868,6.894335357937932,composite,composite
4869,6.894502146826147,composite,composite
4870,9.192891868616817,composite,composite
4871,2.2982785406204655,composite,prime
4872,36.773345642861614,composite,composite
4873,4.596779306668085,composite,composite
4874,4.596890385181443,composite,composite
4875,18.388005763628506,composite,composite
4876,13.791337421563455,composite,composite
4877,2.29861174201643,composite,prime
4878,13.792003414354761,composite,composite
4879,9.194890872239995,composite,composite
4880,22.98778189023708,composite,composite
4881,4.597667297243162,composite,composite
4882,4.59777819371655,composite,composite
4883,4.597889067476885,composite,composite
4884,27.587999511200827,composite,composite
4885,4.598110746895604,composite,composite
4886,9.196443105145148,composite,composite
4887,9.196664671147332,composite,composite
4888,18.393772383632637,composite,composite
4889,2.2992769167926634,composite,prime
4890,18.394658194457747,composite,composite
4891,4.598775241004751,composite,composite
4892,6.898328866148289,composite,composite
4893,9.197993115812027,composite,composite
4894,4.599107182435457,composite,composite
4895,9.19843556872619,composite,composite
4896,41.39395527328348,composite,composite
4897,4.599438920449891,composite,composite
4898,9.199098909254994,composite,composite
4899,9.1993199324804,composite,composite
4900,31.04845057325618,composite,composite
4901,6.899821382711603,composite,composite
4902,18.399965463123895,composite,composite
4903,2.300050893613059,composite,prime
4904,9.200424372304719,composite,composite
4905,13.800967687706637,composite,composite
4906,9.200865832969711,composite,composite
4907,4.600543247909459,composite,composite
4908,13.801960670555571,composite,composite
4909,2.3003819216606054,composite,prime
4910,9.201748214653346,composite,composite
4911,4.600984348877395,composite,composite
4912,11.502736419956294,composite,composite
4913,4.601204764651182,composite,composite
4914,36.81051951114017,composite,composite
4915,4.601425090715661,composite,composite
4916,6.9023028301945795,composite,composite
4917,9.203290654287636,composite,composite
4918,4.601755411767064,composite,composite
4919,2.3009327370042816,composite,prime
4920,36.815804111019304,composite,composite
4921,9.204171062765418,composite,composite
4922,9.204391053067079,composite,composite
4923,6.9034582490084775,composite,composite
4924,6.903623174712187,composite,composite
4925,6.903788066925043,composite,composite
4926,9.205270567547528,composite,composite
4927,4.60274516728839,composite,composite
4928,32.219985199520735,composite,composite
4929,9.205929734853058,composite,composite
4930,18.41229873627255,composite,composite
4931,2.301592239218411,composite,prime
4932,20.714824127437282,composite,composite
4933,2.3017020001957764,composite,prime
4934,4.603513727995646,composite,composite
4935,18.41449373345167,composite,composite
4936,9.207466233004752,composite,composite
4937,2.301921388711514,composite,prime
4938,9.207904832267745,composite,composite
4939,4.604062032643905,composite,composite
4940,27.625029761772694,composite,composite
4941,11.510702997743714,composite,composite
4942,9.208781498117986,composite,composite
4943,2.3022501384278065,composite,prime
4944,23.02304891248156,composite,composite
4945,9.209438531980101,composite,composite
4946,4.604828727345786,composite,composite
4947,9.20987633314494,composite,composite
4948,6.90757137551857,composite,composite
4949,6.907735468011685,composite,composite
4950,41.447397164108715,composite,composite
4951,2.3026878511837556,composite,prime
4952,9.210970062166018,composite,composite
4953,9.211188675446095,composite,composite
4954,4.605703622296537,composite,composite
4955,4.605812884812388,composite,composite
4956,27.63553275167701,composite,composite
4957,2.3030156718533883,composite,prime
4958,9.212281080206203,composite,composite
4959,13.818749143432093,composite,composite
4960,27.638153201030672,composite,composite
4961,6.90970199579283,composite,composite
4962,9.213154211113114,composite,composite
4963,4.606686191931324,composite,composite
4964,13.820385768985131,composite,composite
4965,9.213808597513149,composite,composite
4966,9.214026638449518,composite,composite
4967,2.303561158870889,composite,prime
4968,36.85785035453175,composite,composite
4969,2.3036701244788316,composite,prime
4970,18.429796726696754,composite,composite
4971,4.607558092474868,composite,composite
4972,13.823000944105546,composite,composite
4973,2.303887924181972,composite,prime
4974,9.215769386939922,composite,composite
4975,6.9119902750430455,composite,composite
4976,11.520255795122374,composite,composite
4977,13.824633292618527,composite,composite
4978,9.216639710351652,composite,composite
4979,4.60842859096668,composite,composite
4980,27.65122382952507,composite,composite
4981,4.608645997047091,composite,composite
4982,9.217509334708359,composite,composite
4983,9.217726631701742,composite,composite
4984,18.43588777018367,composite,composite
4985,4.609080547448066,composite,composite
4986,13.827567391698182,composite,composite
4987,2.304648845954319,composite,prime
4988,13.82821869445359,composite,composite
4989,4.609514749302463,composite,composite
4990,9.219246490742318,composite,composite
4991,9.219463439398666,composite,composite
4992,36.87872137836559,composite,composite
4993,2.30497430158448,composite,prime
4994,9.220114024655635,composite,composite
4995,18.44066159912387,composite,composite
4996,6.915410648305648,composite,composite
4997,4.610382109604897,composite,composite
4998,27.662942591958252,composite,composite
4999,2.3052993663551034,composite,prime
5000,23.053535058825315,composite,composite
5001,4.610815269166273,composite,composite
5002,9.221847009844991,composite,composite
5003,2.3055158595211926,composite,prime
5004,20.75012960190566,composite,composite
5005,18.44499232963102,composite,composite
5006,4.611356231670515,composite,composite
5007,4.611464359331505,composite,composite
5008,11.52893116349838,composite,composite
5009,2.30584027494134,composite,prime
5010,18.447154451160415,composite,composite
5011,2.3059483270651193,composite,prime
5012,13.83601402173507,composite,composite
5013,6.91816900821459,composite,composite
5014,9.22444129766589,composite,composite
5015,9.224657207979876,composite,composite
5016,36.899492300980995,composite,composite
5017,4.612544449739587,composite,composite
5018,9.2253046806988,composite,composite
5019,9.22552041892127,composite,composite
5020,13.838604171245581,composite,composite
5021,2.306487941610817,composite,prime
5022,23.06541843944257,composite,composite
5023,2.306595735545525,composite,prime
5024,13.839897698513361,composite,composite
5025,13.840220919411799,composite,composite
5026,9.227029383996046,composite,composite
5027,4.6136223894285875,composite,composite
5028,13.841190196312454,composite,composite
5029,4.613837720033234,composite,composite
5030,9.227890706448706,composite,composite
5031,13.842158895058047,composite,composite
5032,18.456642221706915,composite,composite
5033,4.61426812445499,composite,composite
5034,9.228751344225259,composite,composite
5035,9.228966396816272,composite,composite
5036,6.9218860550249905,composite,composite
5037,9.229396373893366,composite,composite
5038,9.229611298413355,composite,composite
5039,2.3074565450692237,composite,prime
5040,69.22530764625687,composite,composite
5041,3.461345931038375,composite,composite
5042,4.615235285049029,composite,composite
5043,6.923013961128739,composite,composite
5044,13.846349925510014,composite,composite
5045,4.6155572883100024,composite,composite
5046,13.846993740542763,composite,composite
5047,6.923657776186784,composite,composite
5048,9.231758200298463,composite,composite
5049,18.463945313053863,composite,composite
5050,13.848280605426925,composite,composite
5051,2.3081003603970838,composite,prime
5052,13.848923655682343,composite,composite
5053,4.6164150284505485,composite,composite
5054,13.849566451415587,composite,composite
5055,9.233258502599561,composite,composite
5056,16.1585771582994,composite,composite
5057,4.61684338940896,composite,composite
5058,13.850851280120924,composite,composite
5059,2.3085287214225505,composite,prime
5060,27.702986626990207,composite,composite
5061,9.234542823350274,composite,composite
5062,4.617378364383763,composite,composite
5063,4.617485295965928,composite,composite
5064,18.470368825719902,composite,composite
5065,4.617699095784246,composite,composite
5066,9.235611928074151,composite,composite
5067,6.926869216795188,composite,composite
5068,13.854058911815162,composite,composite
5069,4.618126442270182,composite,composite
5070,27.709399357202944,composite,composite
5071,4.618339989070957,composite,composite
5072,11.546116827224719,composite,composite
5073,9.23710690333116,composite,composite
5074,9.237320302812662,composite,composite
5075,13.856300490361289,composite,composite
5076,27.71324092689698,composite,composite
5077,2.3094900622509065,composite,prime
5078,4.6190867401856535,composite,composite
5079,4.619193334875955,composite,composite
5080,18.47719963432393,composite,composite
5081,2.3097032306545002,composite,prime
5082,27.717077958409583,composite,composite
5083,9.239239007734046,composite,composite
5084,13.859177981140574,composite,composite
5085,13.859497387848032,composite,composite
5086,4.619938910582719,composite,composite
5087,2.310022668810939,composite,prime
5088,27.720910462450316,composite,composite
5089,4.6202581289504625,composite,composite
5090,9.240728986512652,composite,composite
5091,4.62047083666752,composite,composite
5092,13.861731477576765,composite,composite
5093,4.620683460838732,composite,composite
5094,13.862369224845452,composite,composite
5095,4.620896001529702,composite,composite
5096,27.726013443543454,composite,composite
5097,4.621108458805955,composite,composite
5098,4.62121465618402,composite,composite
5099,2.3106604163664715,composite,prime
5100,41.592842896148035,composite,composite
5101,2.3107665616880175,composite,prime
5102,4.621639237486528,composite,composite
5103,16.17610865780184,composite,composite
5104,23.109257016630906,composite,composite
5105,4.621957455071637,composite,composite
5106,18.488253944180133,composite,composite
5107,2.3110847481272536,composite,prime
5108,6.933413228562281,composite,composite
5109,9.244762908828404,composite,composite
5110,18.489949609522686,composite,composite
5111,4.622593329615713,composite,composite
5112,27.73619541676461,composite,composite
5113,2.311402560961974,composite,prime
5114,4.622910987013353,composite,composite
5115,18.492067325614986,composite,composite
5116,6.9346839826548345,composite,composite
5117,9.246456916239739,composite,composite
5118,9.246668480923537,composite,composite
5119,2.3117200010684997,composite,prime
5120,25.42950158734499,composite,composite
5121,6.935477195279618,composite,composite
5122,9.247514326486789,composite,composite
5123,4.623862842332641,composite,composite
5124,27.743811004773242,composite,composite
5125,9.248148277280285,composite,composite
5126,9.248359511748985,composite,composite
5127,4.624285352506632,composite,composite
5128,9.248781857089192,composite,composite
5129,4.624496483996417,composite,composite
5130,36.99681615096096,composite,composite
5131,4.624707533173728,composite,composite
5132,6.937219540372888,composite,composite
5133,9.249837000205442,composite,composite
5134,9.250047905488255,composite,composite
5135,9.250258769694959,composite,composite
5136,23.126173982103875,composite,composite
5137,4.625340187472007,composite,composite
5138,9.250891116018332,composite,composite
5139,6.938326362060355,composite,composite
5140,13.876968712719595,composite,composite
5141,4.625761546616025,composite,composite
5142,9.251733670353378,composite,composite
5143,4.6259721032631544,composite,composite
5144,9.25215470176677,composite,composite
5145,18.504730312181337,composite,composite
5146,9.252575569513912,composite,composite
5147,2.313196485513099,composite,prime
5148,41.63848323174901,composite,composite
5149,4.626603282269304,composite,composite
5150,13.880125221777122,composite,composite
5151,9.253627023676277,composite,composite
5152,27.761511576087145,composite,composite
5153,2.313511829898057,composite,prime
5154,9.254257406381651,composite,composite
5155,4.627233726206568,composite,composite
5156,6.941008093276872,composite,composite
5157,9.25488742226553,composite,composite
5158,4.6275486730590165,composite,composite
5159,9.255307229275788,composite,composite
5160,37.022068287018286,composite,composite
5161,4.6278634367850735,composite,composite
5162,9.255936634738273,composite,composite
5163,4.628073177637347,composite,composite
5164,6.942267026396363,composite,composite
5165,4.628282837257686,composite,composite
5166,27.77032581975322,composite,composite
5167,2.3142462078544925,composite,prime
5168,23.142985872579406,composite,composite
5169,4.628701913054071,composite,composite
5170,18.515226525325588,composite,composite
5171,2.3144556646778476,composite,prime
5172,13.887048021404397,composite,composite
5173,4.6291206646765355,composite,composite
5174,9.258450603977456,composite,composite
5175,20.831984635856394,composite,composite
5176,9.258869031911512,composite,composite
5177,4.629539092626215,composite,composite
5178,9.259287298196758,composite,composite
5179,2.3148740926900246,composite,prime
5180,27.779116208874132,composite,composite
5181,9.259914394806176,composite,composite
5182,4.630061673160037,composite,composite
5183,4.63016612875765,composite,composite
5184,40.51486743678241,composite,composite
5185,9.26074995901195,composite,composite
5186,4.630479374672232,composite,composite
5187,18.522334998840957,composite,composite
5188,6.946032156941635,composite,composite
5189,2.3153962197162703,composite,prime
5190,18.52358701652937,composite,composite
5191,4.631001048734909,composite,composite
5192,18.524421292991928,composite,composite
5193,6.94681436651895,composite,composite
5194,13.893941436109788,composite,composite
5195,4.631418026327601,composite,composite
5196,13.894566661680106,composite,composite
5197,2.3158131973708116,composite,prime
5198,9.263461097760155,composite,composite
5199,4.63183468298311,composite,composite
5200,34.739540977938205,composite,composite
5201,4.632042891113733,composite,composite
5202,20.844661343205257,composite,composite
5203,6.948376528792638,composite,composite
5204,6.948532579854792,composite,composite
5205,9.264918134577432,composite,composite
5206,9.26512612271867,composite,composite
5207,4.632667035456063,composite,composite
5208,37.06216791669255,composite,composite
5209,2.3164374618792603,composite,prime
5210,9.265957675959159,composite,composite
5211,9.26616546451481,composite,composite
5212,6.9497799098994735,composite,composite
5213,4.633290461013962,composite,composite
5214,18.533577182031955,composite,composite
5215,9.266996220178738,composite,composite
5216,13.900805714297213,composite,composite
5217,9.267411359089456,composite,composite
5218,4.633809434433967,composite,composite
5219,4.633913169441078,composite,composite
5220,41.706151961163094,composite,composite
5221,4.634120579839379,composite,composite
5222,9.268448510491591,composite,composite
5223,4.63432791080053,composite,composite
5224,9.268863093022368,composite,composite
5225,13.903605487156058,composite,composite
5226,18.538555033722524,composite,composite
5227,2.3173711673273023,composite,prime
5228,6.952268836597287,composite,composite
5229,13.904848283006906,composite,composite
5230,9.270105888949027,composite,composite
5231,2.3175782207445312,composite,prime
5232,23.1762995936009,composite,composite
5233,2.3176816880877147,composite,prime
5234,4.635466813862369,composite,composite
5235,9.2711404635771,composite,composite
5236,27.814041779769124,composite,composite
5237,2.3178885041944137,composite,prime
5238,18.54352146831204,composite,composite
5239,6.9539755590549035,composite,composite
5240,18.544348101088552,composite,composite
5241,4.636190324792144,composite,composite
5242,4.636293604604142,composite,composite
5243,6.954595297073478,composite,composite
5244,27.819000630805117,composite,composite
5245,4.636603325867257,composite,composite
5246,9.273413053844736,composite,composite
5247,13.910429124921064,composite,composite
5248,18.547651480114858,composite,composite
5249,4.63701601209494,composite,composite
5250,37.096953076105486,composite,composite
5251,4.637222237290937,composite,composite
5252,13.911975961307022,composite,composite
5253,9.274856767909741,composite,composite
5254,9.275062855712,composite,composite
5255,4.637634452146528,composite,composite
5256,27.826424741003507,composite,composite
5257,4.637840441925629,composite,composite
5258,9.27588681485823,composite,composite
5259,4.638046353351826,composite,composite
5260,13.914447839103628,composite,composite
5261,2.319126093242352,composite,prime
5262,9.2767101474195,composite,composite
5263,4.638457941383779,composite,composite
5264,23.192803947571093,composite,composite
5265,23.193318090542483,composite,composite
5266,4.638766427174031,composite,composite
5267,4.6388692167182395,composite,composite
5268,13.916915960245598,composite,composite
5269,4.6390747372723204,composite,composite
5270,18.556709873188016,composite,composite
5271,9.278560359659966,composite,composite
5272,9.27876574375731,composite,composite
5273,2.3197427722252044,composite,prime
5274,13.918764592657892,composite,composite
5275,6.959536246789056,composite,composite
5276,6.95969016806701,composite,composite
5277,4.639896040115914,composite,composite
5278,18.559994461655183,composite,composite
5279,2.3200505856395077,composite,prime
5280,55.68244449262724,composite,composite
5281,2.3201531123704586,composite,prime
5282,9.280817444704615,composite,composite
5283,6.96076680084069,composite,composite
5284,6.960920489059076,composite,composite
5285,9.281432197592842,composite,composite
5286,9.281637037677815,composite,composite
5287,4.640920919507509,composite,composite
5288,9.282046601619108,composite,composite
5289,9.28225132550473,composite,composite
5290,13.92368401602979,composite,composite
5291,9.282660657179129,composite,composite
5292,41.77289369248723,composite,composite
5293,4.641534917077618,composite,composite
5294,4.641637182333982,composite,composite
5295,9.283478856549937,composite,composite
5296,11.604604137269687,composite,composite
5297,2.3209719311199954,composite,prime
5298,9.284092100557208,composite,composite
5299,4.6421482190309975,composite,composite
5300,20.890126658270017,composite,composite
5301,13.927057496118694,composite,composite
5302,9.284909219287234,composite,composite
5303,2.3212783506619363,composite,prime
5304,37.141270190034064,composite,composite
5305,4.642760826942033,composite,composite
5306,9.285725721788898,composite,composite
5307,9.285929751237518,composite,composite
5308,6.96460030668331,composite,composite
5309,2.3215844237060166,composite,prime
5310,27.859624826972865,composite,composite
5311,4.643372742379772,composite,composite
5312,16.252161313752513,composite,composite
5313,18.574306242319302,composite,composite
5314,4.643678440910031,composite,composite
5315,4.643780302069979,composite,composite
5316,13.931646432200646,composite,composite
5317,4.6439839669079515,composite,composite
5318,4.64408577060039,composite,composite
5319,9.288375110302797,composite,composite
5320,37.154314564545395,composite,composite
5321,4.644391066857911,composite,composite
5322,9.28898558805559,composite,composite
5323,2.3222972510425066,composite,prime
5324,13.93408857311023,composite,composite
5325,13.934393582670491,composite,composite
5326,4.644899511652446,composite,composite
5327,4.64500114333076,composite,composite
5328,34.83827066949201,composite,composite
5329,3.483903262098099,composite,composite
5330,18.581223695734028,composite,composite
5331,4.645407479347546,composite,composite
5332,13.936527047140192,composite,composite
5333,2.3228052665191017,composite,prime
5334,18.582848125316428,composite,composite
5335,9.291627021186484,composite,composite
5336,18.583659883350972,composite,composite
5337,6.969024618104603,composite,composite
5338,9.292235668592692,composite,composite
5339,4.646219237524692,composite,composite
5340,27.877923730571357,composite,composite
5341,6.9696329805225865,composite,composite
5342,4.646523333291296,composite,composite
5343,9.293249321195423,composite,composite
5344,13.940177906824216,composite,composite
5345,4.6468272583294725,composite,composite
5346,27.88157117261403,composite,composite
5347,2.3235148901335467,composite,prime
5348,13.941393038492459,composite,composite
5349,4.647232226467263,composite,composite
5350,13.942000263550511,composite,composite
5351,2.323717298493305,composite,prime
5352,18.590143015534608,composite,composite
5353,4.647636891881694,composite,composite
5354,4.647738010987797,composite,composite
5355,27.887034667254095,composite,composite
5356,13.943820577657215,composite,composite
5357,4.648041255025012,composite,composite
5358,18.59256919453553,composite,composite
5359,4.648243323386055,composite,composite
5360,23.241721646442834,composite,composite
5361,4.648445316348453,composite,composite
5362,9.29709256914548,composite,composite
5363,4.648647233968454,composite,composite
5364,20.919366740441767,composite,composite
5365,9.29769815260448,composite,composite
5366,4.648949969254345,composite,composite
5367,4.649050843405936,composite,composite
5368,18.596606795056076,composite,composite
5369,9.298505070671194,composite,composite
5370,18.59741341251066,composite,composite
5371,4.649454152147219,composite,composite
5372,13.948664797203737,composite,composite
5373,9.299311387793468,composite,composite
5374,4.649756436640664,composite,composite
5375,9.29971432128003,composite,composite
5376,41.849620793115825,composite,composite
5377,4.650058552432868,composite,composite
5378,4.650159220240307,composite,composite
5379,9.30051973866208,composite,composite
5380,13.951081499136073,composite,composite
5381,2.3252305556951076,composite,prime
5382,27.903370226235378,composite,composite
5383,4.650662278666014,composite,composite
5384,9.301525668555024,composite,composite
5385,9.301726742427995,composite,composite
5386,4.650963889482404,composite,composite
5387,2.3255321945448317,composite,prime
5388,13.953494610128109,composite,composite
5389,4.651265332348447,composite,composite
5390,27.908194656082884,composite,composite
5391,6.977199301568582,composite,composite
5392,11.628916518627706,composite,composite
5393,2.325833497618401,composite,prime
5394,18.60706945763915,composite,composite
5395,9.303735429953877,composite,composite
5396,13.955904140835457,composite,composite
5397,9.304136720642644,composite,composite
5398,4.652168655112335,composite,composite
5399,2.3261344656625393,composite,prime
5400,55.8284302675972,composite,composite
5401,4.652469428043276,composite,composite
5402,9.305139297124963,composite,composite
5403,4.652669850530921,composite,composite
5404,13.95831010186638,composite,composite
5405,9.305740397685918,composite,composite
5406,18.611881380801112,composite,composite
5407,2.3265352365171363,composite,prime
5408,20.939267620583063,composite,composite
5409,6.979906009739529,composite,composite
5410,9.30674149092959,composite,composite
5411,4.6534707992739595,composite,composite
5412,27.921425007564103,composite,composite
5413,2.3268354257158985,composite,prime
5414,4.653770849794129,composite,composite
5415,13.961612489063514,composite,composite
5416,9.307941582239486,composite,composite
5417,2.3270353670483312,composite,prime
5418,27.925023951752458,composite,composite
5419,2.3271352823563958,composite,prime
5420,13.963111357096848,composite,composite
5421,9.30894064318137,composite,composite
5422,4.654570172394794,composite,composite
5423,9.30934000956948,composite,composite
5424,23.27384909383656,composite,composite
5425,13.964608843047891,composite,composite
5426,4.654969391537479,composite,composite
5427,11.63767287584659,composite,composite
5428,13.96550667227863,composite,composite
5429,4.655268612806975,composite,composite
5430,18.621473265950783,composite,composite
5431,2.327734000904236,composite,prime
5432,18.622270675104257,composite,composite
5433,4.655667317397229,composite,composite
5434,18.623067790714874,composite,composite
5435,4.655866559627283,composite,composite
5436,20.951847689623502,composite,composite
5437,2.3280328642763077,composite,prime
5438,4.656165285542863,composite,composite
5439,13.968794472681436,composite,composite
5440,32.59455041228536,composite,composite
5441,2.3282319233523676,composite,prime
5442,9.313126661022984,composite,composite
5443,2.3283313980195928,composite,prime
5444,6.985143364941795,composite,composite
5445,20.955877525279075,composite,composite
5446,9.313922166030041,composite,composite
5447,4.657060475493578,composite,composite
5448,18.62863939890646,composite,composite
5449,2.3286296028604134,composite,prime
5450,13.972075630448726,composite,composite
5451,9.314915726039102,composite,composite
5452,13.972671493012314,composite,composite
5453,9.315312894886508,composite,composite
5454,18.631022849374713,composite,composite
5455,4.657854959045387,composite,composite
5456,23.289770937775238,composite,composite
5457,9.316106795758666,composite,composite
5458,4.658152590024906,composite,composite
5459,4.658251763998426,composite,composite
5460,55.90021103767862,composite,composite
5461,4.658450057455934,composite,composite
5462,4.658549176953226,composite,composite
5463,6.987972417457609,composite,composite
5464,9.31749472303623,composite,composite
5465,4.658846426598993,composite,composite
5466,9.317890947108681,composite,composite
5467,9.318089004781584,composite,composite
5468,6.988715269672459,composite,composite
5469,4.659242505733506,composite,composite
5470,9.318682960506031,composite,composite
5471,2.329720218340058,composite,prime
5472,41.9358543751928,composite,composite
5473,4.659638295283541,composite,composite
5474,18.63894878989233,composite,composite
5475,13.97950824478994,composite,composite
5476,10.484853632236875,composite,composite
5477,2.3300168978361184,composite,prime
5478,18.640530502549794,composite,composite
5479,2.3301157187815287,composite,prime
5480,18.641320925822594,composite,composite
5481,18.641716029287203,composite,composite
5482,4.660527765168092,composite,composite
5483,2.3303132525005483,composite,prime
5484,13.98217568048215,composite,composite
5485,4.660823930653521,composite,composite
5486,9.321845232972139,composite,composite
5487,9.322042568663178,composite,composite
5488,23.30559967098318,composite,composite
5489,4.661218566087761,composite,composite
5490,27.96790308006909,composite,composite
5491,6.992123663961661,composite,composite
5492,6.9922715309746195,composite,composite
5493,4.66161291404397,composite,composite
5494,9.323422912327294,composite,composite
5495,9.323619960697279,composite,composite
5496,18.6476339464219,composite,composite
5497,4.662006974940677,composite,composite
5498,4.662105445360766,composite,composite
5499,13.986611693616773,composite,composite
5500,27.973813994889994,composite,composite
5501,2.3312003745977496,composite,prime
5502,18.649996592081045,composite,composite
5503,2.3312987644812293,composite,prime
5504,18.65078356811435,composite,composite
5505,9.325588474450283,composite,composite
5506,4.662892564558614,composite,composite
5507,2.3314954370177463,composite,prime
5508,34.973168742466974,composite,composite
5509,4.663187439445404,composite,composite
5510,18.653142781565577,composite,composite
5511,9.326767867013416,composite,composite
5512,18.653928615191255,composite,composite
5513,4.663580356271179,composite,composite
5514,9.327357081866538,composite,composite
5515,4.663776707790542,composite,composite
5516,13.99162457054836,composite,composite
5517,6.995959482174686,composite,composite
5518,9.328142203196007,composite,composite
5519,2.332084598650268,composite,prime
5520,46.64267275230499,composite,composite
5521,2.3321826676971646,composite,prime
5522,9.328926755596926,composite,composite
5523,9.329122804898667,composite,composite
5524,6.996989114030049,composite,composite
5525,13.99427219555096,composite,composite
5526,13.994566109839852,composite,composite
5527,2.3324766618243373,composite,prime
5528,9.33010251925915,composite,composite
5529,9.330298355791454,composite,composite
5530,18.66098831381416,composite,composite
